1,0.4041,0.5685
2,0.4546,0.6001
3,0.4746,0.6279
4,0.3981,0.6079
5,0.42,0.5747
6,0.5085,0.6672
7,0.5012,0.6391
8,0.4352,0.5998
9,0.5077,0.6562
10,0.4565,0.5809
